# CONCURRENCY.tsv — pre-decided Rust ownership/lock class for every long-lived mutable field in the daemon.
# Master plan §6.4. This is authoritative: port agents MUST use the `class` + `rust_type` here and never invent local locking.
# The data table starts after the "## Lock ordering" preamble, at the `ts_file<TAB>field` header row. TAB-separated.
#
# Classes (plan §6.4):
#   SINGLE_TASK — touched from exactly one spawned task (a session actor, a timer loop) → plain owned state in that task; no lock.
#   SHARED_MAP  — concurrent map keyed by id, mutated/read from many tasks → Arc<DashMap<K,V>> (default) or Arc<Mutex<HashMap>>.
#   PER_ENTITY  — per-chat mutable state (message list, permission FIFO, queued refs, plan-mode, inflight guards) → folded into
#                 one ChatState behind ONE per-chat lock: Arc<Mutex<ChatState>>. The registry that holds them is SHARED_MAP.
#   BROADCAST   — event fan-out (EventEmitter, per-connection sinks) → tokio::sync::broadcast::Sender / per-client mpsc.
#   DB          — persisted behind the Db handle (single rusqlite conn, WAL, spawn_blocking). No in-memory lock; the Db owns it.
#
# Verification note: every class below was checked against the cited mutation sites (grepped + read), NOT inferred from names.
#
# =====================================================================================================================
# ## Lock ordering
# =====================================================================================================================
#
# The JS daemon is single-threaded: `activeChats`, `queuedRefs`, `MessageCache`, `PermissionManager`, and `EventHandler.displayCache`
# are all mutated and read freely across route handlers, WS client-event handlers, session sinks, and timers with zero locking.
# The Rust port INTRODUCES shared-state concurrency (axum request tasks, WS reader tasks, per-session child-stdout reader tasks,
# and background timer tasks all touch this state). These rules make that safe. Break one and you get a deadlock or a race the
# JS version never had.
#
# 1. ONE lock per chat, and it is a LEAF. Fold the five chatId-keyed maps (ActiveChat, queuedRefs, message list, pending-permission
#    FIFO, interrupted flag, displayCache, plan-mode, inflight-load/start/interrupt guards, turnStartedAt) into a single
#    `ChatState` guarded by `Arc<Mutex<ChatState>>`. Do NOT give each its own lock — the JS code mutates several together per event
#    (see sendMessage / event-handler onResult), so separate locks would need multi-lock acquisition and could deadlock.
#
# 2. REGISTRY MAP BEFORE CHAT LOCK. `activeChats: Arc<DashMap<ChatId, Arc<Mutex<ChatState>>>>`. To touch a chat: look it up in the
#    DashMap, CLONE the Arc<Mutex<ChatState>>, DROP the DashMap guard (end the `get`/entry borrow), THEN `.lock()` the chat.
#    Never hold a DashMap shard guard while awaiting a chat lock — that pins a shard and deadlocks any other chat hashing to it.
#
# 3. NEVER HOLD THE CHAT LOCK ACROSS AN .await THAT EMITS EVENTS OR DOES SESSION I/O. This is the load-bearing rule. In TS,
#    `emitEvent(...)` and `session.sendMessage(...)` sit inline between state mutations. In Rust: (a) mutate/snapshot ChatState
#    under the guard, (b) DROP the guard, (c) then `emitEvent` (fans out to WS clients and can re-enter chat-manager) and `.await`
#    session stdin/spawn/kill/interrupt (awaits a child process). Holding the lock across either re-enters or blocks the actor and
#    deadlocks. The streaming hot path (message append + emitDisplay on every assistant block) MUST snapshot-under-lock then
#    emit-after-drop, or every token serializes the whole chat.
#
# 4. SESSION I/O OUTSIDE THE CHAT LOCK. The AdapterSession handle is `Arc`. Clone it out of ChatState under the lock, drop the
#    lock, then await session methods. Session-internal locks (control-channel `pending`, codex jsonrpc `pending`, approval
#    `pending`) are LEAVES BELOW the session handle — only reached via the session Arc, never while holding the chat registry.
#
# 5. MANAGER SIBLINGS ARE INDEPENDENT LEAVES. BackgroundTaskTracker, LaunchRegistry/LaunchManager, TunnelManager, LspManager,
#    PushService, FileWatcherService, AdapterRegistry, ExternalSessionService each own their own SHARED_MAP(s) and never nest with
#    each other. If a code path needs both a chat lock and a sibling map, take the sibling map operation FIRST or (preferred) do it
#    entirely outside the chat lock. Never acquire the chat lock while holding a sibling map guard.
#
# 6. GIT PROJECT-LOCK IS ORTHOGONAL. `project-lock` (per-project FIFO async mutex) is acquired only inside git write paths and is
#    never nested with the chat lock (disjoint code). Keep it that way: do not call git-write under a chat lock, nor lock a chat
#    while holding a project lock.
#
# 7. SET-BEFORE-EMIT ORDER IS PART OF THE CONTRACT. Where TS mutates a map then emits (AdapterRegistry.applyRefresh, tracker.end,
#    launch status), mutate the shared state BEFORE emitting so a panicking/blocked subscriber can't leave the cache un-updated.
#
# 8. NO MODULE-LEVEL MUTABLE STATE. Every field that is a TS module-level `const map = new Map()` (git project-lock, auth pairing
#    maps, external-session-cache, resolve-executable memo) becomes an injected `Arc<…>` owned by a struct. `lazy_static`/`static mut`
#    are forbidden (plan §7.4).
#
# 9. INFLIGHT/SINGLE-FLIGHT GUARDS use a shared future, not a bare lock. loadingChats/startingChats/interruptingChats (chat),
#    spawning (lsp), inFlight (adapter, workflow-run), aborts (workflow-run) dedupe concurrent callers onto ONE in-progress future.
#    Model as `futures::future::Shared<BoxFuture>` stored in the entity/map, or a per-entity `tokio::sync::Notify`. Do not
#    reimplement as a held Mutex across the whole operation (that serializes unrelated work and risks holding across await).
#
# =====================================================================================================================
# DATA TABLE
# =====================================================================================================================
ts_file	field	mutation_sites	read_sites	class	rust_type
plugins/builtin/claude/session.ts	ClaudeSessionState.{child,status,pid,lastActivityAt}	spawn() sets child/pid/status; stdin writes bump lastActivityAt; exit sets status	CROSS-TASK: idle-scanner reads lastActivityAt/isSpawned; routes read isSpawned; interrupt from routes	SINGLE_TASK	session actor owns them, but expose a shared read surface: Arc<{ status: AtomicU8, pid: AtomicU32, last_activity_ms: AtomicI64, spawned: AtomicBool }> for cross-task reads; child handle stays task-local (kill via a command channel to the actor)
plugins/builtin/claude/session.ts	ClaudeSessionState.interruptTimer	session.ts:335 set (10s SIGINT fallback), cleared on close	interrupt path	SINGLE_TASK	tokio::time::sleep inside the session actor / a JoinHandle it owns
plugins/builtin/claude/session-control.ts	ControlRequestChannel.pending	session-control.ts:46 set (sendAwaiting), :39/:65 delete (timeout/resolve), :73 clear (drainAllAsFailed)	events.ts routes control_response → resolve(); session close → drainAllAsFailed	SHARED_MAP	session-scoped Arc<Mutex<HashMap<RequestId, oneshot::Sender<Raw>>>> — leaf below the session handle (rule 4). Awaiters use oneshot + timeout
plugins/builtin/claude/task-events.ts	ClaudeTaskEvents.metadata	task-events.ts:55 set (captureToolUse), :102 delete (consume)	handleTaskStarted consume	SINGLE_TASK	session-scoped, touched from the session reader task; HashMap owned there (eviction timer is a spawned sleep that deletes via the actor)
plugins/builtin/claude/task-events.ts	ClaudeTaskEvents.evictionTimers	task-events.ts:61 set, :58/:106 delete	consume / eviction fire	SINGLE_TASK	HashMap<ToolUseId, JoinHandle> owned by the session; abort on consume
plugins/builtin/claude/adapter.ts	ClaudeAdapter.sessions	adapter registers/removes ClaudeSession on spawn/exit	killAll() iterates to SIGTERM all	SHARED_MAP	Arc<Mutex<HashSet<Arc<ClaudeSession>>>> (or DashSet). Used only for shutdown killAll
plugins/builtin/claude/adapter.ts	ClaudeAdapter.dynamicModels	adapter.ts:195 set (probeModels)	listModels	SINGLE_TASK	Arc<Mutex<Option<Vec<AdapterModel>>>> or ArcSwapOption; write-rare (probe), read on list. Mutate before any emit
plugins/builtin/codex/session.ts	CodexSession.{client,approvalHandler,sink,state,pending*,codexProviderTuning,pid,status}	spawn/handshake set client+state.threadId; notifications mutate state.currentTurnId/Plan	CROSS-TASK: status/threadId read by routes + idle paths; rest touched by the session actor	SINGLE_TASK	session actor owns them; expose status/threadId via an Arc shared surface (AtomicU8 + Mutex<Option<String>>) like the claude session
plugins/builtin/codex/jsonrpc.ts	JsonRpcClient.pending	jsonrpc.ts:108 set (request), :104 delete (timeout), rejectAllPending on close	stdout reader routes id→resolve; close rejects all	SHARED_MAP	session-scoped Arc<Mutex<HashMap<RequestId, PendingRequest>>>; leaf below the session handle
plugins/builtin/codex/jsonrpc.ts	JsonRpcClient.nextId	jsonrpc.ts:98 increment	request id assignment	SINGLE_TASK	AtomicU64 (or inside the pending Mutex)
plugins/builtin/codex/jsonrpc.ts	JsonRpcClient.buffer	handleStdout append/split	stdout parse	SINGLE_TASK	owned by the stdout reader task
plugins/builtin/codex/jsonrpc.ts	JsonRpcClient.closed	jsonrpc.ts:129 set	request/notify/respond guards	SINGLE_TASK	AtomicBool
plugins/builtin/codex/jsonrpc.ts	JsonRpcClient.closeListeners	set at construction; invoked on close (:87)	close fan-out	SINGLE_TASK	Vec<Box<dyn Fn>> set once; or a oneshot/broadcast for close
plugins/builtin/codex/approval-handler.ts	ApprovalHandler.pending	approval-handler.ts:43 handleRequest set; resolve deletes	permission response resolve (from routes/WS)	SHARED_MAP	session-scoped Arc<Mutex<HashMap<String, PendingApproval>>>; leaf below the session handle
plugins/builtin/codex/approval-handler.ts	ApprovalHandler.planContext	approval-handler.ts:49 setPlanContext	handleRequest gating	SINGLE_TASK	Arc<Mutex<PlanContext>> (session-scoped, tiny)
plugins/builtin/codex/adapter.ts	CodexAdapter.sessions	register/remove on spawn/exit	killAll	SHARED_MAP	Arc<Mutex<HashSet<Arc<CodexSession>>>>
plugins/builtin/codex/adapter.ts	CodexAdapter.cachedModels	set after first app-server list	resolution / composer toggles	SINGLE_TASK	Arc<Mutex<Option<Vec<AdapterModel>>>> / ArcSwapOption
# --- background-tasks/ ---
background-tasks/tracker.ts	byChat	tracker.ts:39,:59,:71 set (start/end/adopt), :103 delete (removeChat)	get, list, listAllRunning (liveness/kill sweeps, routes)	SHARED_MAP	Arc<DashMap<ChatId, DashMap<TaskId, BackgroundTask>>> (or Arc<Mutex<HashMap<ChatId,HashMap<TaskId,_>>>>). Written from session task-events + reconcile + routes
background-tasks/tracker.ts	pidByChat	tracker.ts:109 setPid, :103 delete (removeChat)	getPid (kill path)	SHARED_MAP	Arc<DashMap<ChatId, HashMap<TaskId, u32>>>
background-tasks/tracker.ts	emitter	.emit on start/end (:41,:60,:75)	.on subscribers (routes → WS bridge)	BROADCAST	tokio::sync::broadcast::Sender<TaskEvent> (started/ended)
# --- plugins/ ---
plugins/manager.ts	loaded	manager.ts:177,:223 set (loadBuiltin/loadPlugin), :237 clear (unloadAll)	getPlugin, getAll, listing routes	SHARED_MAP	Arc<DashMap<PluginId, LoadedPlugin>>; populated at boot, read-mostly. (Rust v1 is builtin-only per §5 — dynamic on-disk load path is dropped)
plugins/manager.ts	panelEvents	manager.ts:98 set, :104,:106 delete, :239 clear	getRegisteredPanelEvents, listing route	SHARED_MAP	Arc<DashMap<PluginId, HashMap<PanelId, PanelRegisteredEvent>>>
plugins/manager.ts	actionEvents	manager.ts:111,:118 set, :121 delete, :239 clear	getRegisteredActionEvents, listing route	SHARED_MAP	Arc<DashMap<PluginId, Vec<ActionRegisteredEvent>>>
plugins/manager.ts	_require	construction only	loadPlugin dynamic require	SINGLE_TASK	N/A — dropped (builtin-only Rust v1, no dynamic JS require)
plugins/db-context.ts	per-plugin Database	prepare/run per plugin	plugin queries	DB	one Arc<Db> per plugin (separate rusqlite conn, spawn_blocking) — same handle discipline as the main Db
plugins/event-bus.ts	internalEmitter / daemonBus	on/emit	plugin event subscriptions	BROADCAST	tokio::sync::broadcast::Sender per bus; sanitized re-publish for public events
# --- launch/ + tunnel/ ---
launch/launch-registry.ts	managers	launch-registry.ts:22 set (getOrCreate), :29 clear (stopAll)	get/getOrCreate (routes, chat-manager stopLaunchProcesses)	SHARED_MAP	Arc<DashMap<String, Arc<LaunchManager>>> keyed by "projectId:path"
launch/launch-manager.ts	processes	launch-manager.ts:138 set (start), :192,:227 delete (exit/error)	start guard, stop, stopAll, waitForPort	SHARED_MAP	Arc<DashMap<String, ManagedProcess>> per manager (name → child handle + status)
launch/launch-process-state.ts	statuses	launch-process-state.ts:38,:42 set (reset/setStatus)	getStatus, getAllStatuses (status routes)	SHARED_MAP	Arc<Mutex<HashMap<String, LaunchProcessStatus>>> (durable, outlives the process entry)
launch/launch-process-state.ts	outputBuffers	launch-process-state.ts:39,:61 set (reset/bufferOutput, cap 200)	getOutputBuffer (console pane replay)	SHARED_MAP	Arc<Mutex<HashMap<String, VecDeque<LaunchOutputEntry>>>>
tunnel/tunnel-manager.ts	tunnels	tunnel-manager.ts:95 set (tryFinish), :163,:174 delete (exit/stop)	getUrl, verify, stop, stopAll	SHARED_MAP	Arc<DashMap<String, ManagedTunnel>> keyed by label
tunnel/tunnel-manager.ts	verifiedAt	tunnel-manager.ts:207,:213 set (verify cache)	verify cache hit (30s TTL)	SHARED_MAP	Arc<DashMap<String, VerifyResult>>
# --- lsp/ ---
lsp/lsp-manager.ts	handles	lsp-manager.ts:97 set (doSpawn), :110,:176 delete (removeHandle/shutdown)	getOrSpawn, getActiveLanguages, getHandle, shutdownAll	SHARED_MAP	Arc<DashMap<String, LspServerHandle>> keyed by "projectId:language"
lsp/lsp-manager.ts	spawning	lsp-manager.ts:55 set, :59 delete (finally)	getOrSpawn single-flight	SHARED_MAP	Arc<DashMap<String, Shared<BoxFuture<LspServerHandle>>>> (single-flight, rule 9)
lsp/lsp-manager.ts	LspServerHandle.{client,idleTimer,cleanup,initializeResult}	set/cleared per connect/idle	getOrSpawn reconnect, idle shutdown	PER_ENTITY	fields of the per-handle struct (one connection proxy task owns them); idleTimer → JoinHandle
lsp/lsp-registry.ts	configs	constructor only (lsp-registry.ts:54)	getConfig, resolveCommand, getAllLanguageIds	SINGLE_TASK	immutable after boot → Arc<HashMap<String, LspServerConfig>> (no lock; read-only)
lsp/lsp-registry.ts	extensionMap	constructor only (:56)	getLanguageForExtension	SINGLE_TASK	immutable after boot → Arc<HashMap<String,String>>
# --- adapters/ ---
adapters/index.ts	adapters	index.ts:30 register (boot)	get, getAll, killAll	SHARED_MAP	Arc<DashMap<AdapterId, Arc<dyn Adapter>>>; write-once at boot, read-only after
adapters/index.ts	snapshots	index.ts:52 seedStaticSnapshots, :152 applyRefresh set	getSnapshots, list (list route + WS connect replay)	SHARED_MAP	Arc<DashMap<AdapterId, AdapterInfo>>; mutate-before-emit (rule 7)
adapters/index.ts	deps	index.ts:43 configureRefresh (set-once)	runRefresh	SINGLE_TASK	Arc<RefreshDeps> injected once; use OnceCell if truly late
adapters/index.ts	refreshAllowed	index.ts:46 allowRefresh (set-once latch)	list, refreshAdapter gate	SINGLE_TASK	AtomicBool
adapters/index.ts	inFlight	index.ts:91 set, :90 delete (finally)	refreshAdapter per-adapter single-flight	SHARED_MAP	Arc<DashMap<AdapterId, Shared<BoxFuture<()>>>> (rule 9)
adapters/index.ts	succeeded	index.ts:130 add	refreshAdapter skip-if-succeeded latch	SHARED_MAP	Arc<DashSet<AdapterId>> (or Mutex<HashSet>)
adapters/resolve-executable.ts	resolveMemo (module-level)	resolve-executable.ts:88 set, :93 clear	resolveAdapterExecutableCached (5s TTL memo, settings GET polling)	SHARED_MAP	inject Arc<Mutex<HashMap<AdapterId, (Instant, ResolvedExecutable)>>> — NO module global (rule 8)
# --- push/ + files/ ---
push/push-service.ts	devices	push-service.ts:26,:41 set (register/setConnected), :35 delete	sendPush (disconnected tokens), isDeviceConnected, hasRegisteredDevices	SHARED_MAP	Arc<DashMap<DeviceId, RegisteredDevice>>
push/push-service.ts	desktopActive	push-service.ts:53,:60 set	sendPush suppression gate	SINGLE_TASK	AtomicBool
push/push-service.ts	stalenessTimer	push-service.ts:59 set, :55,:68 clear	setDesktopActive replace / dispose	SINGLE_TASK	Arc<Mutex<Option<JoinHandle>>> — abort+replace on setDesktopActive (6min → flips desktopActive off)
files/file-watcher.ts	watchers	file-watcher.ts:55 set (subscribe), :99 delete (cleanup)	subscribe refcount, scheduleEmit, unsubscribe, stopAll	SHARED_MAP	Arc<Mutex<HashMap<PathBuf, WatchEntry>>> (refCount + notify watcher + debounce JoinHandle). Use the `notify` crate; verify macOS event semantics vs fs.watch (plan risk table)
files/file-watcher.ts	WatchEntry.{refCount,debounceTimer}	subscribe/unsubscribe mutate refCount; scheduleEmit sets debounceTimer	cleanup	PER_ENTITY	fields of WatchEntry inside the watchers map value; debounceTimer → JoinHandle abort+replace
# --- server/ ---
server/websocket.ts	clients	websocket.ts:109 set (connection), :141,:244 delete (close/shutdown)	broadcastEvent fan-out, handleClientEvent, sendQueuedSnapshot	SHARED_MAP	Arc<DashMap<ClientId, ClientHandle>> — key by clientId (not the socket); each ClientHandle holds an mpsc::Sender to that connection's write task (the BROADCAST sink)
server/websocket.ts	ClientConnection.subscriptions	websocket.ts:196 add (subscribe), :208 delete (unsubscribe)	broadcastEvent per-chat gating	PER_ENTITY	per-connection HashSet<ChatId> inside ClientHandle (guard with the connection's own Mutex or an actor)
server/ws-file-watch.ts	WsFileWatch.fileSubscriptions	ws-file-watch.ts:97 add (subscribe), :114,:124 delete (unsubscribe/all)	unsubscribeAll on close	PER_ENTITY	per-connection HashSet<PathBuf> inside ClientHandle
server/ws-file-watch.ts	WsFileWatch.requestedToResolved	ws-file-watch.ts:101 set, :113,:123 delete/clear	unsubscribe composite-key → resolved lookup	PER_ENTITY	per-connection HashMap<String,String> inside ClientHandle
server/routes/auth.ts	pendingPairings (module-level)	auth.ts:115 set, :47,:145,:153,:159 delete	pair-status / confirm handlers	SHARED_MAP	inject Arc<Mutex<HashMap<Code, PendingPairing>>> into the auth router state — NO module global (rule 8)
server/routes/auth.ts	confirmRateLimit (module-level)	auth.ts:72 set	confirm rate-limit gate	SHARED_MAP	Arc<Mutex<HashMap<Ip, RateLimitEntry>>> (injected)
server/routes/auth.ts	recentPairings (module-level)	auth.ts:169 set, :39 delete (TTL sweep)	pair-status recently-consumed lookup	SHARED_MAP	Arc<Mutex<HashMap<Code, RecentPairing>>> (injected)
# --- workflows/ (ported LAST, self-contained) ---
workflows/index.ts	eventBindings	index.ts:130,:138 rebuilt (armTriggers on rescan)	onDaemonEvent matchEventTriggers (every daemon event)	SHARED_MAP	Arc<RwLock<Vec<EventTriggerBinding>>> (or ArcSwap) — a shared Vec, rewritten on rescan, read on every event
workflows/index.ts	sweepTimer	index.ts:107 set (start), :114 clear (stop)	30s sweep loop	SINGLE_TASK	one spawned tokio::time::interval task; JoinHandle for stop
